year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes
2016,13,Georgios Papagiannis,PHO,,18.97,85,240,,,39.0,477.0,0.4,0.044,-3.9,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2016,14,Denzel Valentine,CHI,Michigan State,22.6,76.0,210.4,82.75,102.0,256.0,4817.0,4.5,0.044,-1.9,0.2,0,
2016,15,Juancho Hernangómez,DEN,,20.74,81,214,,,339.0,5269.0,8.7,0.08,-1.9,0.1,0,ht/wt from BBR listed (not combine barefoot)
2016,16,Guerschon Yabusele,BOS,,20.52,79,265,,,211.0,3388.0,6.4,0.091,-1.5,0.4,0,ht/wt from BBR listed (not combine barefoot)
2016,17,Wade Baldwin,MEM,Vanderbilt,20.24,76,200,,,56.0,579.0,-0.3,-0.028,-5.3,-0.5,0,ht/wt from BBR listed (not combine barefoot)
2016,18,Henry Ellenson,DET,Marquette,19.44,82.0,242.0,86.25,108.0,83.0,787.0,0.4,0.023,-3.7,-0.3,0,
2016,19,Malik Beasley,DEN,Florida State,19.57,75.5,189.8,79.0,100.5,578.0,13739.0,20.1,0.07,-0.9,3.7,0,
2016,20,Caris LeVert,IND,Michigan,21.83,77.75,191.0,82.0,101.0,584.0,15705.0,25.4,0.078,-0.2,7.0,0,
2016,21,DeAndre' Bembry,ATL,Saint Joseph's,21.97,76.25,206.6,81.25,101.0,296.0,5670.0,4.4,0.038,-2.3,-0.4,0,
2016,22,Malachi Richardson,CHO,Syracuse,20.47,76.75,199.6,84.0,101.5,70.0,625.0,-0.1,-0.009,-6.1,-0.7,0,
2016,23,Ante Žižić,BOS,,19.47,82,266,,,113.0,1517.0,3.5,0.11,-2.6,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2016,24,Timothé Luwawu-Cabarrot,PHI,,21.13,79,210,,,328.0,5254.0,4.7,0.043,-4.0,-2.7,0,ht/wt from BBR listed (not combine barefoot)
2016,25,Brice Johnson,LAC,UNC,21.99,81.0,208.6,84.5,106.5,21.0,107.0,0.1,0.062,-0.6,0.0,0,
2016,26,Furkan Korkmaz,PHI,,18.92,79,202,,,328.0,5447.0,7.6,0.067,-2.0,0.1,0,ht/wt from BBR listed (not combine barefoot)
2016,27,Pascal Siakam,TOR,New Mexico State,22.23,80.25,226.6,87.25,107.5,691.0,21694.0,58.1,0.129,1.8,21.0,1,
2016,28,Skal Labissière,PHO,Kentucky,20.27,82.5,215.8,86.5,105.5,155.0,2645.0,4.5,0.082,-2.2,-0.2,0,
2016,29,Dejounte Murray,SAS,Washington,19.76,76,180,,,517.0,15134.0,26.8,0.085,1.4,12.9,1,ht/wt from BBR listed (not combine barefoot)
2016,30,Damian Jones,GSW,Vanderbilt,20.98,82.25,243.6,87.75,107.0,279.0,3782.0,11.3,0.143,-1.0,1.0,0,
2016,31,Deyonta Davis,BOS,Michigan State,19.56,81.25,237.2,86.5,108.5,107.0,1299.0,3.6,0.131,-2.1,0.0,0,
2016,32,Ivica Zubac,LAL,,19.27,84,240,,,632.0,14880.0,55.5,0.179,0.8,10.4,0,ht/wt from BBR listed (not combine barefoot)
2016,33,Cheick Diallo,LAC,Kansas,19.78,79.5,218.6,88.5,107.5,183.0,2186.0,6.3,0.139,-1.4,0.3,0,
2016,34,Tyler Ulis,PHO,Kentucky,20.47,68.75,149.2,74.0,88.5,133.0,2782.0,0.5,0.008,-3.6,-1.1,0,
2016,35,Rade Zagorac,BOS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2016,36,Malcolm Brogdon,MIL,Virginia,23.53,75.75,223.0,82.5,98.0,463.0,13481.0,33.4,0.119,1.3,11.2,0,
2016,37,Chinanu Onuaku,HOU,Louisville,19.64,81.0,245.2,86.75,108.5,6.0,74.0,0.1,0.043,-5.4,-0.1,0,
2016,38,Patrick McCaw,MIL,UNLV,20.66,77.25,180.8,82.0,100.5,199.0,3373.0,4.4,0.062,-2.8,-0.6,0,
2016,39,David Michineau,NOP,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2016,40,Diamond Stone,NOP,Maryland,19.36,81.0,254.4,86.75,108.5,7.0,24.0,-0.1,-0.211,-20.8,-0.1,0,
2016,41,Stephen Zimmerman,ORL,UNLV,19.79,82.25,234.0,87.25,108.5,19.0,108.0,0.0,-0.005,-8.3,-0.2,0,
2016,42,Isaiah Whitehead,UTA,Seton Hall,21.3,75.25,210.0,80.75,100.0,89.0,1823.0,-0.9,-0.025,-5.0,-1.4,0,
2016,43,Zhou Qi,HOU,,20.44,85.25,218.2,91.75,112.5,19.0,125.0,-0.2,-0.093,-9.6,-0.2,0,
2016,44,Isaïa Cordinier,ATL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2016,45,Demetrius Jackson,BOS,Notre Dame,21.79,72.0,193.8,77.5,93.0,26.0,136.0,0.2,0.087,-0.5,0.1,0,
2016,46,A.J. Hammons,DAL,Purdue,23.82,84,260,,,22.0,163.0,0.0,-0.001,-6.6,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2016,47,Jake Layman,ORL,Maryland,22.3,80.0,208.6,81.25,102.0,243.0,3099.0,3.8,0.059,-2.3,-0.2,0,
2016,48,Paul Zipser,CHI,,22.34,80,226,,,98.0,1667.0,0.0,-0.001,-5.2,-1.4,0,ht/wt from BBR listed (not combine barefoot)
2016,49,Michael Gbinije,DET,Syracuse,24.05,77.5,204.6,79.5,101.0,9.0,32.0,-0.1,-0.136,-12.1,-0.1,0,
2016,50,Georges Niang,IND,Iowa State,23.02,78.75,230.8,82.0,103.0,544.0,9494.0,15.9,0.08,-1.7,0.7,0,
2016,51,Ben Bentil,BOS,Providence,21.24,79.25,229.2,85.5,105.0,3.0,10.0,-0.1,-0.473,-25.9,-0.1,0,
2016,52,Joel Bolomboy,UTA,Weber State,22.4,79.5,224.4,85.75,103.5,18.0,91.0,0.3,0.132,-0.1,0.0,0,
2016,53,Petr Cornelie,DEN,,20.91,83,220,,,13.0,38.0,0.0,-0.015,-8.8,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2016,54,Kay Felder,ATL,Oakland,21.24,68.25,177.2,74.5,88.5,58.0,526.0,-0.4,-0.041,-4.7,-0.4,0,
2016,55,Marcus Paige,BRK,UNC,22.78,72.5,163.8,78.25,97.0,5.0,28.0,0.0,-0.006,-8.8,0.0,0,
2016,56,Daniel Hamilton,DEN,UConn,20.88,78.25,197.0,81.0,103.5,25.0,232.0,0.0,0.0,-3.3,-0.1,0,
2016,57,Wang Zhelin,MEM,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2016,58,Abdel Nader,BOS,Iowa State,22.74,77,225,,,202.0,2583.0,2.8,0.052,-2.6,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2016,59,Isaiah Cousins,SAC,Oklahoma,,75.25,194.0,78.25,98.5,,,,,,,0,no NBA stats on BBR (never played)
2016,60,Tyrone Wallace,UTA,California,22.04,77,198,,,112.0,1714.0,0.1,0.003,-5.2,-1.4,0,ht/wt from BBR listed (not combine barefoot)
2017,1,Markelle Fultz,PHI,Washington,19.07,76,209,,,260.0,6159.0,8.3,0.065,-1.3,1.1,0,ht/wt from BBR listed (not combine barefoot)
2017,2,Lonzo Ball,LAL,UCLA,19.65,77,190,,,322.0,9692.0,13.3,0.066,0.8,6.9,0,ht/wt from BBR listed (not combine barefoot)
2017,3,Jayson Tatum,BOS,Duke,19.3,80,210,,,601.0,20707.0,67.2,0.156,3.8,30.3,1,ht/wt from BBR listed (not combine barefoot)
2017,4,Josh Jackson,PHO,Kansas,20.36,80,207,,,291.0,6718.0,-1.7,-0.012,-3.8,-3.1,0,ht/wt from BBR listed (not combine barefoot)
2017,5,De'Aaron Fox,SAC,Kentucky,19.5,75,185,,,603.0,19892.0,40.3,0.097,1.0,15.1,1,ht/wt from BBR listed (not combine barefoot)
2017,6,Jonathan Isaac,ORL,Florida State,19.72,82,230,,,328.0,6161.0,14.9,0.116,0.7,4.3,0,ht/wt from BBR listed (not combine barefoot)
2017,7,Lauri Markkanen,MIN,Arizona,20.08,85,240,,,492.0,15401.0,36.7,0.114,1.2,12.2,1,ht/wt from BBR listed (not combine barefoot)
2017,8,Frank Ntilikina,NYK,,18.9,76,200,,,321.0,5454.0,0.3,0.003,-4.4,-3.4,0,ht/wt from BBR listed (not combine barefoot)
2017,9,Dennis Smith Jr.,DAL,NC State,19.57,74,205,,,326.0,7601.0,2.3,0.015,-2.1,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2017,10,Zach Collins,SAC,Gonzaga,19.59,82.25,232.2,85.0,111.0,388.0,7321.0,12.4,0.081,-1.4,1.0,0,
2017,11,Malik Monk,CHO,Kentucky,19.38,75,200,,,585.0,13307.0,16.1,0.058,-1.0,3.1,0,ht/wt from BBR listed (not combine barefoot)
2017,12,Luke Kennard,DET,Duke,20.99,76.5,196.2,77.25,98.5,538.0,12440.0,28.1,0.108,0.0,6.3,0,
2017,13,Donovan Mitchell,DEN,Louisville,20.79,73.25,211.4,82.0,97.0,609.0,20585.0,60.2,0.14,3.6,29.4,1,
2017,14,Bam Adebayo,MIA,Kentucky,19.93,81,255,,,640.0,19719.0,64.0,0.156,2.5,22.2,1,ht/wt from BBR listed (not combine barefoot)
2017,15,Justin Jackson,POR,UNC,22.24,79.0,193.4,82.75,103.5,280.0,4886.0,5.3,0.052,-2.8,-1.0,0,combine matched year-1
2017,16,Justin Patton,CHI,Creighton,20.02,82.0,229.0,87.0,111.5,22.0,296.0,0.4,0.066,-2.8,-0.1,0,
2017,17,D.J. Wilson,MIL,Michigan,21.34,80.75,234.4,87.0,109.5,148.0,1818.0,2.9,0.077,-2.4,-0.2,0,
2017,18,T.J. Leaf,IND,UCLA,20.15,80.75,222.2,83.0,107.0,146.0,1238.0,2.7,0.104,-1.8,0.1,0,
2017,19,John Collins,ATL,Wake Forest,19.75,80.25,225.2,83.25,106.5,541.0,15611.0,43.8,0.135,0.5,10.0,0,
2017,20,Harry Giles,POR,Duke,19.17,81.25,232.0,87.25,109.5,165.0,1935.0,3.1,0.076,-2.5,-0.2,0,
2017,21,Terrance Ferguson,OKC,,19.1,77.5,184.4,80.75,103.0,204.0,4000.0,4.4,0.053,-4.0,-2.1,0,
2017,22,Jarrett Allen,BRK,Texas,19.17,81.0,233.6,89.25,109.5,624.0,17540.0,73.1,0.2,2.4,19.4,1,
2017,23,OG Anunoby,TOR,Indiana,19.93,78.25,232.4,86.25,107.5,559.0,17078.0,37.6,0.106,0.4,10.5,0,
2017,24,Tyler Lydon,UTA,Syracuse,21.2,80.25,215.0,84.0,107.5,26.0,96.0,0.2,0.084,-4.3,-0.1,0,
2017,25,Anžejs Pasečņiks,ORL,,21.51,85,229,,,28.0,443.0,0.4,0.038,-6.2,-0.5,0,ht/wt from BBR listed (not combine barefoot)
2017,26,Caleb Swanigan,POR,Purdue,20.18,79.5,245.6,87.0,108.0,75.0,655.0,-0.2,-0.015,-6.2,-0.7,0,
2017,27,Kyle Kuzma,BRK,Utah,21.91,80.0,222.6,84.25,107.5,610.0,18661.0,16.3,0.042,-1.6,1.8,0,
2017,28,Tony Bradley,LAL,UNC,19.45,81.25,248.8,89.0,112.5,234.0,2557.0,8.9,0.167,-0.5,1.0,0,
2017,29,Derrick White,SAS,Colorado,22.97,75.25,189.8,79.5,101.5,571.0,16706.0,46.7,0.134,2.4,18.4,0,
2017,30,Josh Hart,UTA,Villanova,22.3,75.75,209.2,80.25,101.0,596.0,18123.0,42.8,0.113,0.8,12.6,0,
2017,31,Frank Jackson,CHO,Duke,19.13,74.0,201.6,79.5,98.0,214.0,3873.0,2.5,0.031,-3.9,-1.9,0,
2017,32,Davon Reed,PHO,Miami (FL),22.03,76.5,206.2,84.0,102.0,122.0,1299.0,1.5,0.054,-2.9,-0.3,0,
2017,33,Wes Iwundu,ORL,Kansas State,22.51,78,195,,,226.0,3827.0,4.2,0.053,-3.9,-1.8,0,ht/wt from BBR listed (not combine barefoot)
2017,34,Frank Mason III,SAC,Kansas,23.22,71.0,188.8,75.25,94.0,103.0,1616.0,1.2,0.035,-2.7,-0.3,0,
2017,35,Ivan Rabb,ORL,California,20.38,80.75,219.6,85.5,109.0,85.0,1237.0,3.2,0.125,-1.7,0.1,0,
2017,36,Jonah Bolden,PHI,,21.47,80,225,,,51.0,686.0,1.4,0.098,-1.3,0.1,0,ht/wt from BBR listed (not combine barefoot)
2017,37,Semi Ojeleye,BOS,SMU,22.55,77.25,241.4,81.75,102.0,284.0,4111.0,5.2,0.061,-3.4,-1.5,0,
2017,38,Jordan Bell,CHI,Oregon,22.46,79.0,223.6,83.75,104.5,161.0,1937.0,4.9,0.121,0.2,1.1,0,
2017,39,Jawun Evans,PHI,Oklahoma State,20.91,70.75,185.2,77.5,95.0,56.0,843.0,-0.4,-0.022,-5.4,-0.7,0,
2017,40,Dwayne Bacon,NOP,Florida State,21.81,76.75,221.6,82.0,103.5,207.0,4012.0,0.8,0.01,-5.1,-3.1,0,
2017,41,Tyler Dorsey,ATL,Oregon,21.34,75.0,182.6,77.25,99.5,107.0,1680.0,1.1,0.031,-3.0,-0.5,0,
2017,42,Thomas Bryant,UTA,Indiana,19.89,81.5,247.8,90.0,112.5,393.0,6642.0,22.7,0.164,0.9,4.9,0,
2017,43,Isaiah Hartenstein,HOU,,19.13,84,250,,,426.0,8511.0,33.3,0.188,2.4,9.4,0,ht/wt from BBR listed (not combine barefoot)
2017,44,Damyean Dotson,NYK,Oregon,23.13,76.5,205.2,81.0,100.0,213.0,4242.0,3.0,0.034,-2.8,-0.9,0,
2017,45,Dillon Brooks,HOU,Oregon,21.42,77.0,220.2,78.0,100.5,548.0,16205.0,16.8,0.05,-3.3,-5.2,0,
2017,46,Sterling Brown,PHI,SMU,22.36,77,219,,,268.0,4458.0,6.6,0.071,-2.1,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2017,47,Ike Anigbogu,IND,UCLA,18.68,80.5,252.2,90.25,110.5,14.0,36.0,0.0,0.057,-1.1,0.0,0,
2017,48,Sindarius Thornwell,MIL,South Carolina,22.6,75.5,211.6,82.0,103.0,160.0,1721.0,1.1,0.032,-3.1,-0.5,0,
2017,49,Vlatko Čančar,DEN,,20.2,80,236,,,143.0,1527.0,2.4,0.076,-2.5,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2017,50,Mathias Lessort,PHI,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2017,51,Monte Morris,DEN,Iowa State,21.99,73.25,175.2,76.0,96.5,426.0,9873.0,24.7,0.12,0.2,5.6,0,
2017,52,Edmond Sumner,NOP,Xavier,21.48,76.0,176.4,81.0,102.5,161.0,2256.0,3.2,0.069,-3.0,-0.6,0,
2017,53,Kadeem Allen,BOS,Arizona,24.43,73.0,192.4,81.25,99.5,47.0,640.0,1.0,0.075,-1.2,0.1,0,
2017,54,Alec Peters,PHO,Valparaiso,22.19,79.25,232.0,82.75,105.0,20.0,225.0,0.3,0.055,-2.8,0.0,0,
2017,55,Nigel Williams-Goss,UTA,Gonzaga,22.77,73.5,190.2,79.25,99.0,10.0,50.0,0.0,0.017,-3.9,0.0,0,
2017,56,Jabari Bird,BOS,California,22.97,78,198,,,13.0,115.0,0.2,0.098,-3.1,0.0,0,ht/wt from BBR listed (not combine barefoot)
2017,57,Sasha Vezenkov,BRK,,21.88,80,225,,,42.0,511.0,1.0,0.098,-0.9,0.1,0,ht/wt from BBR listed (not combine barefoot)
2017,58,Ognjen Jaramaz,NYK,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2017,59,Jaron Blossomgame,SAS,Clemson,23.76,77.75,218.6,82.0,104.5,27.0,439.0,0.3,0.03,-3.8,-0.2,0,
2017,60,Alpha Kaba,ATL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2018,1,Deandre Ayton,PHO,Arizona,19.91,84,252,,,470.0,14230.0,43.8,0.148,0.6,9.2,0,ht/wt from BBR listed (not combine barefoot)
2018,2,Marvin Bagley III,SAC,Duke,19.27,82,235,,,349.0,7675.0,16.3,0.102,-1.2,1.5,0,ht/wt from BBR listed (not combine barefoot)
2018,3,Luka Dončić,ATL,,19.31,80,230,,,514.0,18001.0,66.6,0.178,7.8,44.8,1,ht/wt from BBR listed (not combine barefoot)
2018,4,Jaren Jackson Jr.,MEM,Michigan State,18.77,82,242,,,455.0,13093.0,30.2,0.111,0.8,9.2,1,ht/wt from BBR listed (not combine barefoot)
2018,5,Trae Young,DAL,Oklahoma,19.75,72.5,177.8,75.0,95.5,498.0,17006.0,44.7,0.126,2.6,19.7,1,
2018,6,Mo Bamba,ORL,Texas,20.11,84,231,,,368.0,6159.0,15.7,0.122,-0.1,3.0,0,ht/wt from BBR listed (not combine barefoot)
2018,7,Wendell Carter Jr.,CHI,Duke,19.18,82,270,,,461.0,12735.0,33.3,0.126,-0.3,5.3,0,ht/wt from BBR listed (not combine barefoot)
2018,8,Collin Sexton,CLE,Alabama,19.46,72.5,183.0,79.25,98.5,475.0,13771.0,19.7,0.069,-1.1,3.0,0,
2018,9,Kevin Knox,NYK,Kentucky,18.86,79.75,212.6,83.75,108.0,320.0,5606.0,0.9,0.008,-4.4,-3.4,0,
2018,10,Mikal Bridges,PHI,Villanova,21.81,78,209,,,638.0,21206.0,50.0,0.113,0.9,15.8,0,ht/wt from BBR listed (not combine barefoot)
2018,11,Shai Gilgeous-Alexander,CHO,Kentucky,19.94,76.5,180.0,83.5,104.0,530.0,17550.0,75.6,0.207,6.3,36.9,1,
2018,12,Miles Bridges,LAC,Michigan State,20.25,77.25,220.4,81.5,103.5,501.0,15457.0,27.8,0.086,0.1,8.2,0,
2018,13,Jerome Robinson,LAC,Boston College,21.33,76.0,188.4,79.25,98.0,135.0,1685.0,-0.2,-0.004,-4.8,-1.2,0,
2018,14,Michael Porter Jr.,DEN,Missouri,19.98,82,218,,,397.0,11725.0,29.4,0.12,1.0,8.9,0,ht/wt from BBR listed (not combine barefoot)
2018,15,Troy Brown Jr.,WAS,Oregon,18.9,79,215,,,356.0,6778.0,8.6,0.061,-1.8,0.4,0,ht/wt from BBR listed (not combine barefoot)
2018,16,Zhaire Smith,PHO,Texas Tech,19.05,74.75,198.6,81.75,100.0,13.0,143.0,0.0,0.011,-6.1,-0.1,0,
2018,17,Donte DiVincenzo,MIL,Villanova,21.39,75.5,200.6,78.0,97.5,498.0,13104.0,29.1,0.107,1.0,10.1,0,
2018,18,Lonnie Walker IV,SAS,Miami (FL),19.52,76,204,,,342.0,7025.0,4.9,0.033,-2.5,-1.0,0,ht/wt from BBR listed (not combine barefoot)
2018,19,Kevin Huerter,ATL,Maryland,19.82,78.25,194.0,79.5,101.5,551.0,15115.0,21.7,0.069,-0.9,4.1,0,
2018,20,Josh Okogie,MIN,Georgia Tech,19.8,75.0,210.8,84.0,102.0,494.0,9306.0,14.2,0.073,-1.7,0.6,0,
2018,21,Grayson Allen,UTA,Duke,22.7,75.0,198.0,79.25,97.0,454.0,11694.0,26.4,0.109,0.3,6.6,0,
2018,22,Chandler Hutchison,CHI,Boise State,22.15,78,210,,,103.0,1790.0,1.1,0.03,-3.9,-0.9,0,ht/wt from BBR listed (not combine barefoot)
2018,23,Aaron Holiday,IND,UCLA,21.72,71.75,187.0,79.5,97.0,505.0,8147.0,11.6,0.068,-2.0,0.1,0,
2018,24,Anfernee Simons,POR,,19.04,74.25,183.2,81.25,99.5,444.0,11792.0,15.7,0.064,-1.0,2.9,0,
2018,25,Moritz Wagner,LAL,Michigan,21.15,82.5,241.4,84.0,108.0,399.0,6478.0,17.9,0.132,0.1,3.4,0,
2018,26,Landry Shamet,PHI,Wichita State,21.27,76.0,188.6,78.75,100.0,449.0,9560.0,15.7,0.079,-1.8,0.4,0,
2018,27,Robert Williams,BOS,Texas A&M,20.68,81,249,,,294.0,5762.0,28.3,0.236,4.6,9.6,0,ht/wt from BBR listed (not combine barefoot)
2018,28,Jacob Evans,GSW,Cincinnati,21.01,76.25,199.6,81.25,102.5,59.0,622.0,-0.6,-0.047,-7.4,-0.8,0,
2018,29,Džanan Musa,BRK,,19.12,81,217,,,49.0,526.0,0.0,0.003,-4.6,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2018,30,Omari Spellman,ATL,Villanova,20.92,80.0,253.8,86.0,107.5,95.0,1691.0,2.4,0.068,-1.5,0.2,0,
2018,31,Elie Okobo,PHO,,20.66,75,190,,,108.0,1677.0,0.5,0.014,-4.1,-0.9,0,ht/wt from BBR listed (not combine barefoot)
2018,32,Jevon Carter,MEM,West Virginia,22.77,72.25,196.2,76.25,95.0,465.0,7146.0,9.4,0.063,-1.4,1.0,0,
2018,33,Jalen Brunson,DAL,Villanova,21.8,73.0,198.4,76.0,96.0,561.0,16830.0,54.2,0.155,2.4,18.8,1,
2018,34,Devonte' Graham,ATL,Kansas,23.33,72.25,186.4,78.25,96.0,336.0,8359.0,12.7,0.073,-0.5,3.2,0,
2018,35,Melvin Frazier,ORL,Tulane,21.81,76.5,198.2,85.75,105.0,32.0,290.0,-0.4,-0.062,-10.0,-0.6,0,
2018,36,Mitchell Robinson,NYK,,20.22,84,240,,,397.0,9297.0,41.0,0.212,2.3,10.1,0,ht/wt from BBR listed (not combine barefoot)
2018,37,Gary Trent Jr.,SAC,Duke,19.42,77,204,,,480.0,13075.0,19.0,0.07,-1.6,1.4,0,ht/wt from BBR listed (not combine barefoot)
2018,38,Khyri Thomas,PHI,Creighton,22.12,74.5,198.8,82.5,101.0,39.0,409.0,0.5,0.058,-2.7,-0.1,0,
2018,39,Isaac Bonga,PHI,,18.62,80,180,,,143.0,1871.0,1.7,0.044,-3.6,-0.7,0,ht/wt from BBR listed (not combine barefoot)
2018,40,Rodions Kurucs,BRK,,20.37,81,228,,,131.0,2103.0,2.3,0.052,-2.8,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2018,41,Jarred Vanderbilt,ORL,Kentucky,19.22,80,214,,,374.0,7303.0,18.6,0.122,-0.2,3.3,0,ht/wt from BBR listed (not combine barefoot)
2018,42,Bruce Brown,DET,Miami (FL),21.85,75.5,194.6,81.0,98.5,539.0,13374.0,22.9,0.082,-1.6,1.3,0,
2018,43,Justin Jackson,DEN,Maryland,,78.0,229.4,87.0,105.0,,,,,,,0,no NBA stats on BBR (never played)
2018,44,Issuf Sanon,WAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2018,45,Hamidou Diallo,BRK,Kentucky,19.89,76.25,197.0,83.5,103.0,265.0,4918.0,6.2,0.06,-2.1,-0.1,0,
2018,46,De'Anthony Melton,HOU,USC,20.07,74.25,193.2,80.5,99.5,405.0,9272.0,15.0,0.078,0.2,5.2,0,
2018,47,Svi Mykhailiuk,LAL,Kansas,21.03,78.5,219.6,77.0,100.0,381.0,6542.0,5.3,0.039,-2.4,-0.6,0,combine matched year-1
2018,48,Keita Bates-Diop,MIN,Ohio State,22.41,79.25,223.8,87.25,106.5,283.0,4566.0,7.4,0.078,-1.6,0.5,0,
2018,49,Chimezie Metu,SAS,USC,21.25,80.5,219.6,84.5,108.0,260.0,3565.0,5.7,0.076,-1.6,0.3,0,
2018,50,Alize Johnson,IND,Missouri State,22.16,79.25,216.6,80.75,103.0,76.0,568.0,1.3,0.108,-2.4,-0.1,0,
2018,51,Tony Carr,NOP,Penn State,,75.0,198.8,80.25,100.0,,,,,,,0,no NBA stats on BBR (never played)
2018,52,Vince Edwards,UTA,Purdue,22.21,80,225,,,2.0,16.0,0.0,-0.014,-6.4,0.0,0,ht/wt from BBR listed (not combine barefoot)
2018,53,Devon Hall,OKC,Virginia,22.96,76.25,206.4,79.75,102.0,11.0,81.0,-0.2,-0.116,-6.7,-0.1,0,
2018,54,Shake Milton,DAL,SMU,21.73,76.5,207.2,84.75,99.5,359.0,6698.0,11.7,0.084,-2.0,-0.1,0,
2018,55,Arnoldas Kulboka,CHO,,20.46,82,220,,,2.0,5.0,0.0,-0.217,-21.8,0.0,0,ht/wt from BBR listed (not combine barefoot)
2018,56,Ray Spalding,PHI,Louisville,21.28,81.0,215.4,88.75,109.0,16.0,167.0,0.1,0.024,-6.2,-0.2,0,
2018,57,Kevin Hervey,OKC,UT Arlington,21.95,78.5,211.6,87.5,107.0,10.0,52.0,-0.1,-0.085,-5.1,0.0,0,
2018,58,Thomas Welsh,DEN,UCLA,22.38,83.5,254.0,84.0,109.5,11.0,36.0,0.1,0.162,1.2,0.0,0,combine matched year-1
2018,59,George King,PHO,Colorado,24.43,76.75,218.6,83.5,101.5,5.0,25.0,-0.1,-0.225,-17.2,-0.1,0,
2018,60,Kostas Antetokounmpo,PHI,Dayton,20.58,81.0,194.8,86.25,110.0,22.0,87.0,-0.2,-0.098,-9.9,-0.2,0,
2019,1,Zion Williamson,NOP,Duke,18.95,78,284,,,276.0,8555.0,30.3,0.17,4.5,14.1,1,ht/wt from BBR listed (not combine barefoot)
2019,2,Ja Morant,MEM,Murray State,19.86,74,174,,,327.0,10370.0,24.3,0.113,2.5,11.8,1,ht/wt from BBR listed (not combine barefoot)
2019,3,RJ Barrett,NYK,Duke,19.01,78,214,,,444.0,14540.0,17.3,0.057,-1.5,1.8,0,ht/wt from BBR listed (not combine barefoot)
2019,4,De'Andre Hunter,LAL,Virginia,21.55,79,221,,,372.0,10996.0,13.1,0.057,-2.7,-2.0,0,ht/wt from BBR listed (not combine barefoot)
2019,5,Darius Garland,CLE,Vanderbilt,19.4,73,192,,,427.0,14037.0,27.1,0.093,0.2,7.9,1,ht/wt from BBR listed (not combine barefoot)
2019,6,Jarrett Culver,PHO,Texas Tech,20.33,77.25,194.2,81.5,100.5,144.0,2480.0,-0.1,-0.001,-4.5,-1.6,0,
2019,7,Coby White,CHI,UNC,19.34,75.5,191.4,77.0,97.5,472.0,13815.0,19.9,0.069,-1.5,1.7,0,
2019,8,Jaxson Hayes,ATL,Texas,19.07,82.25,218.6,87.5,110.5,433.0,7229.0,25.1,0.167,-0.1,3.5,0,
2019,9,Rui Hachimura,WAS,Gonzaga,21.36,80,230,,,405.0,11272.0,18.7,0.08,-2.0,0.1,0,ht/wt from BBR listed (not combine barefoot)
2019,10,Cam Reddish,ATL,Duke,19.8,79,230,,,254.0,5876.0,3.3,0.027,-3.1,-1.7,0,ht/wt from BBR listed (not combine barefoot)
2019,11,Cameron Johnson,MIN,UNC,23.3,79.0,205.2,82.0,103.0,394.0,10667.0,26.6,0.12,1.2,8.8,0,
2019,12,P.J. Washington,CHO,Kentucky,20.82,78.5,230.4,86.5,106.5,446.0,13653.0,16.5,0.058,-1.3,2.6,0,
2019,13,Tyler Herro,MIA,Kentucky,19.41,76.5,192.4,75.25,100.5,394.0,12796.0,22.3,0.084,0.8,9.0,1,
2019,14,Romeo Langford,BOS,Indiana,19.65,76.5,216,83.0,103.0,141.0,2268.0,2.0,0.043,-3.4,-0.8,0,ht/wt from BBR listed (not combine barefoot)
2019,15,Sekou Doumbouya,DET,,18.49,80,230,,,96.0,1639.0,-0.4,-0.013,-6.5,-1.8,0,ht/wt from BBR listed (not combine barefoot)
2019,16,Chuma Okeke,ORL,Auburn,20.84,79,229,,,198.0,4028.0,5.0,0.06,-1.1,1.0,0,ht/wt from BBR listed (not combine barefoot)
2019,17,Nickeil Alexander-Walker,BRK,Virginia Tech,20.8,76.25,203.8,81.5,102.0,459.0,10545.0,16.5,0.075,-0.6,3.7,0,
2019,18,Goga Bitadze,IND,,19.92,83,250,,,383.0,5577.0,19.3,0.166,1.1,4.4,0,ht/wt from BBR listed (not combine barefoot)
2019,19,Luka Šamanić,SAS,,19.44,81.5,227.2,82.5,107.0,86.0,921.0,0.0,0.001,-5.6,-0.8,0,
